,order_id,product_id,product_category,price,is_first_time_customer,order_day_of_week,returned,category_id,price_percentile
85,ORD-1085,P-185,Exhaust,26.4,1,3,0,3085,0.28205128205128205
86,ORD-1086,P-186,Suspension,21.58,0,6,0,6086,0.20408163265306123
87,ORD-1087,P-187,Brakes,42.46,0,0,0,87,0.5483870967741935
88,ORD-1088,P-188,Brakes,35.45,0,5,0,88,0.5
89,ORD-1089,P-189,Filters,13.4,1,2,0,4089,0.046511627906976744
90,ORD-1090,P-190,Engine,20.47,0,3,0,2090,0.22413793103448276
91,ORD-1091,P-191,Suspension,121.84,0,0,0,6091,0.9032258064516129
92,ORD-1092,P-192,Suspension,31.44,0,2,0,6092,0.42857142857142855
93,ORD-1093,P-193,Brakes,52.21,1,6,0,93,0.6896551724137931
94,ORD-1094,P-194,Filters,37.99,0,4,0,4094,0.3333333333333333
95,ORD-1095,P-195,Exhaust,33.04,0,5,0,3095,0.2857142857142857
96,ORD-1096,P-196,Engine,82.32,1,3,0,2096,0.9
97,ORD-1097,P-197,Filters,78.42,0,1,0,4097,0.9047619047619048
98,ORD-1098,P-198,Brakes,38.09,0,1,0,98,0.48333333333333334
99,ORD-1099,P-199,Electronics,31.97,1,1,1,1099,0.4166666666666667
100,ORD-1100,P-200,Suspension,18.03,1,3,0,6100,0.10204081632653061
101,ORD-1101,P-201,Electronics,304.93,0,4,0,1101,1.0
102,ORD-1102,P-202,Exhaust,30.54,0,5,0,3102,0.2647058823529412
103,ORD-1103,P-203,Exhaust,35.75,0,0,1,3103,0.5517241379310345
104,ORD-1104,P-204,Electronics,43.95,0,5,0,1104,0.55
105,ORD-1105,P-205,Exhaust,43.93,0,0,0,3105,0.6666666666666666
106,ORD-1106,P-206,Electronics,74.77,1,5,0,1106,0.8166666666666667
107,ORD-1107,P-207,Filters,51.1,0,4,0,4107,0.723404255319149
108,ORD-1108,P-208,Brakes,49.18,0,6,0,108,0.6851851851851852
109,ORD-1109,P-209,Engine,14.94,0,3,0,2109,0.05
110,ORD-1110,P-210,Exhaust,61.79,0,3,0,3110,0.717948717948718
111,ORD-1111,P-211,Filters,27.82,0,2,0,4111,0.2545454545454545
112,ORD-1112,P-212,Brakes,28.55,0,2,0,112,0.22388059701492538
113,ORD-1113,P-213,HVAC,37.64,1,3,0,5113,0.6470588235294118
114,ORD-1114,P-214,Brakes,32.67,0,3,0,114,0.46511627906976744
115,ORD-1115,P-215,Engine,13.13,1,2,0,2115,0.11475409836065574
116,ORD-1116,P-216,Exhaust,34.31,0,5,0,3116,0.375
117,ORD-1117,P-217,Filters,40.82,0,3,0,4117,0.6530612244897959
118,ORD-1118,P-218,Suspension,36.8,1,2,0,6118,0.5094339622641509
119,ORD-1119,P-219,Suspension,116.65,1,2,0,6119,0.9545454545454546
120,ORD-1120,P-220,Suspension,27.96,1,6,0,6120,0.4222222222222222
121,ORD-1121,P-221,Exhaust,31.92,0,0,0,3121,0.3793103448275862
122,ORD-1122,P-222,Exhaust,15.91,0,0,0,3122,0.12121212121212122
123,ORD-1123,P-223,Engine,32.94,0,5,0,2123,0.4411764705882353
124,ORD-1124,P-224,Engine,161.06,0,6,0,2124,0.9215686274509803
125,ORD-1125,P-225,Engine,51.77,0,6,0,2125,0.7058823529411765
126,ORD-1126,P-226,Brakes,40.04,0,4,0,126,0.6111111111111112
127,ORD-1127,P-227,Electronics,88.59,0,2,0,1127,0.98
128,ORD-1128,P-228,Suspension,23.63,0,4,0,6128,0.21739130434782608
129,ORD-1129,P-229,Brakes,49.66,0,6,0,129,0.647887323943662
130,ORD-1130,P-230,Filters,53.3,1,6,1,4130,0.7627118644067796
131,ORD-1131,P-231,Filters,21.33,1,4,0,4131,0.2222222222222222
132,ORD-1132,P-232,Brakes,40.22,1,3,1,132,0.5285714285714286
133,ORD-1133,P-233,Engine,21.15,1,4,1,2133,0.23333333333333334
134,ORD-1134,P-234,Filters,95.59,0,1,0,4134,0.8775510204081632
135,ORD-1135,P-235,Suspension,32.84,0,3,0,6135,0.42592592592592593
136,ORD-1136,P-236,Engine,48.8,1,0,0,2136,0.6545454545454545
137,ORD-1137,P-237,Exhaust,25.67,0,2,0,3137,0.24
138,ORD-1138,P-238,Engine,217.94,0,5,0,2138,1.0
139,ORD-1139,P-239,Engine,46.65,1,2,0,2139,0.5428571428571428
140,ORD-1140,P-240,Electronics,38.94,0,2,0,1140,0.53125
141,ORD-1141,P-241,Electronics,14.27,0,6,1,1141,0.07317073170731707
142,ORD-1142,P-242,Filters,14.8,1,6,0,4142,0.125
143,ORD-1143,P-243,Suspension,121.0,0,2,0,6143,0.9545454545454546
144,ORD-1144,P-244,Filters,30.59,0,3,0,4144,0.4807692307692308
145,ORD-1145,P-245,Engine,69.45,1,3,1,2145,0.85
146,ORD-1146,P-246,Suspension,15.94,0,6,0,6146,0.15384615384615385
147,ORD-1147,P-247,Engine,14.08,0,1,0,2147,0.056338028169014086
148,ORD-1148,P-248,Brakes,33.77,0,3,0,148,0.38513513513513514
149,ORD-1149,P-249,Filters,66.99,1,6,0,4149,0.7777777777777778
150,ORD-1150,P-250,HVAC,54.81,0,3,0,5150,0.7857142857142857
151,ORD-1151,P-251,Electronics,40.35,1,0,0,1151,0.6111111111111112
152,ORD-1152,P-252,Engine,75.63,0,6,0,2152,0.8688524590163934
153,ORD-1153,P-253,Electronics,82.79,0,6,1,1153,0.8666666666666667
154,ORD-1154,P-254,Electronics,26.31,0,0,0,1154,0.34782608695652173
155,ORD-1155,P-255,Brakes,51.08,0,4,0,155,0.6909090909090909
156,ORD-1156,P-256,Suspension,62.62,0,3,0,6156,0.6730769230769231
157,ORD-1157,P-257,HVAC,35.75,0,5,1,5157,0.38461538461538464
158,ORD-1158,P-258,Engine,21.07,1,3,0,2158,0.17391304347826086
159,ORD-1159,P-259,Engine,71.77,0,2,0,2159,0.7068965517241379
160,ORD-1160,P-260,Engine,27.33,1,5,0,2160,0.26666666666666666
161,ORD-1161,P-261,Engine,25.24,0,4,0,2161,0.2
162,ORD-1162,P-262,Brakes,35.01,0,4,0,162,0.36538461538461536
163,ORD-1163,P-263,Engine,85.28,1,1,1,2163,0.8448275862068966
164,ORD-1164,P-264,Suspension,27.45,0,1,0,6164,0.3431372549019608
165,ORD-1165,P-265,HVAC,68.69,1,5,0,5165,0.8
166,ORD-1166,P-266,Filters,29.75,0,1,0,4166,0.4791666666666667
167,ORD-1167,P-267,Filters,35.7,1,6,0,4167,0.45098039215686275
168,ORD-1168,P-268,Brakes,48.26,0,6,0,168,0.6212121212121212
169,ORD-1169,P-269,Electronics,135.79,0,5,0,1169,0.9534883720930233
170,ORD-1170,P-270,Exhaust,17.5,0,1,0,3170,0.125
171,ORD-1171,P-271,HVAC,38.6,0,5,0,5171,0.5
172,ORD-1172,P-272,Brakes,42.58,0,0,1,172,0.5166666666666667
173,ORD-1173,P-273,Engine,10.43,0,3,0,2173,0.03333333333333333
174,ORD-1174,P-274,HVAC,36.18,0,3,0,5174,0.35714285714285715
175,ORD-1175,P-275,Brakes,34.82,0,6,0,175,0.46296296296296297
176,ORD-1176,P-276,Brakes,64.83,0,4,0,176,0.8064516129032258
177,ORD-1177,P-277,Engine,18.09,0,6,0,2177,0.17307692307692307
178,ORD-1178,P-278,Engine,22.23,0,2,0,2178,0.21212121212121213
179,ORD-1179,P-279,Electronics,69.83,1,5,1,1179,0.8285714285714286
180,ORD-1180,P-280,Exhaust,54.06,0,4,0,3180,0.8695652173913043
181,ORD-1181,P-281,Electronics,78.81,0,5,1,1181,0.8260869565217391
182,ORD-1182,P-282,Brakes,135.44,1,5,0,182,0.9692307692307692
183,ORD-1183,P-283,Engine,170.62,0,5,0,2183,0.9565217391304348
184,ORD-1184,P-284,Electronics,88.52,0,5,0,1184,0.8214285714285714
185,ORD-1185,P-285,Filters,19.75,0,6,0,4185,0.19047619047619047
186,ORD-1186,P-286,Brakes,31.34,0,5,0,186,0.5
187,ORD-1187,P-287,Electronics,30.17,0,1,0,1187,0.39473684210526316
188,ORD-1188,P-288,Filters,76.3,1,0,0,4188,0.8888888888888888
189,ORD-1189,P-289,Engine,51.63,1,1,0,2189,0.6164383561643836
190,ORD-1190,P-290,Brakes,28.29,0,4,0,190,0.4107142857142857
191,ORD-1191,P-291,Suspension,36.78,0,6,0,6191,0.46808510638297873
192,ORD-1192,P-292,Electronics,23.6,1,0,0,1192,0.22727272727272727
193,ORD-1193,P-293,Engine,40.0,0,4,0,2193,0.5466666666666666
194,ORD-1194,P-294,Electronics,48.23,1,4,0,1194,0.7272727272727273
195,ORD-1195,P-295,Filters,86.47,1,3,0,4195,0.8620689655172413
196,ORD-1196,P-296,Electronics,57.38,0,5,0,1196,0.7111111111111111
197,ORD-1197,P-297,Brakes,79.18,0,0,0,197,0.8656716417910447
198,ORD-1198,P-298,HVAC,36.85,0,5,0,5198,0.6666666666666666
199,ORD-1199,P-299,Brakes,68.55,0,3,0,199,0.8333333333333334
200,ORD-1200,P-100,Exhaust,29.11,0,0,0,3000,0.27586206896551724
201,ORD-1201,P-101,Brakes,129.17,0,2,0,1,0.958904109589041
202,ORD-1202,P-102,Brakes,19.8,0,4,0,2,0.10606060606060606
203,ORD-1203,P-103,Brakes,33.35,0,2,0,3,0.4888888888888889
204,ORD-1204,P-104,Electronics,38.66,0,0,0,1004,0.5294117647058824
205,ORD-1205,P-105,Suspension,173.72,0,0,0,6005,0.9772727272727273
206,ORD-1206,P-106,Engine,14.28,1,0,0,2006,0.05263157894736842
207,ORD-1207,P-107,Brakes,117.1,1,3,0,7,0.9629629629629629
208,ORD-1208,P-108,Electronics,44.58,0,4,0,1008,0.6444444444444445
209,ORD-1209,P-109,Brakes,57.74,0,1,0,9,0.7580645161290323
210,ORD-1210,P-110,Suspension,36.7,1,3,0,6010,0.5102040816326531
211,ORD-1211,P-111,Exhaust,20.84,0,2,0,3011,0.13333333333333333
212,ORD-1212,P-112,Brakes,84.48,0,6,0,12,0.8703703703703703
213,ORD-1213,P-113,Suspension,15.79,0,1,0,6013,0.16279069767441862
214,ORD-1214,P-114,Engine,88.04,1,5,0,2014,0.875
215,ORD-1215,P-115,Engine,80.29,0,0,0,2015,0.8367346938775511
216,ORD-1216,P-116,Electronics,49.56,1,6,0,1016,0.6595744680851063
217,ORD-1217,P-117,Exhaust,116.62,1,3,0,3017,0.967741935483871
218,ORD-1218,P-118,HVAC,41.89,0,6,0,5018,0.7
219,ORD-1219,P-119,Electronics,67.14,1,0,0,1019,0.7894736842105263
220,ORD-1220,P-120,Suspension,17.71,0,2,0,6020,0.1794871794871795
221,ORD-1221,P-121,Brakes,25.73,0,5,0,21,0.31666666666666665
222,ORD-1222,P-122,Filters,79.57,1,1,0,4022,0.8979591836734694
223,ORD-1223,P-123,Engine,76.3,1,6,0,2023,0.8360655737704918
224,ORD-1224,P-124,Engine,12.39,1,2,0,2024,0.01639344262295082
225,ORD-1225,P-125,HVAC,14.07,0,3,1,5025,0.07692307692307693
226,ORD-1226,P-126,Electronics,31.31,0,6,0,1026,0.36363636363636365
227,ORD-1227,P-127,Electronics,88.72,0,1,0,1027,0.9591836734693877
228,ORD-1228,P-128,Exhaust,43.71,0,5,0,3028,0.4857142857142857
229,ORD-1229,P-129,Engine,127.31,0,6,0,2029,0.9850746268656716
230,ORD-1230,P-130,Exhaust,56.36,0,6,0,3030,0.7941176470588235
231,ORD-1231,P-131,Engine,25.13,0,0,0,2031,0.36507936507936506
232,ORD-1232,P-132,Filters,61.5,0,2,0,4032,0.7192982456140351
233,ORD-1233,P-133,Exhaust,171.79,0,6,0,3033,1.0
234,ORD-1234,P-134,Engine,39.0,1,2,0,2034,0.5616438356164384
235,ORD-1235,P-135,Engine,173.79,0,1,0,2035,0.9852941176470589
236,ORD-1236,P-136,Engine,26.58,0,0,0,2036,0.25
237,ORD-1237,P-137,Engine,46.7,0,0,0,2037,0.6129032258064516
238,ORD-1238,P-138,Suspension,60.77,1,5,0,6038,0.8048780487804879
239,ORD-1239,P-139,Filters,30.48,0,3,0,4039,0.3584905660377358
240,ORD-1240,P-140,Exhaust,47.6,0,4,0,3040,0.7352941176470589
241,ORD-1241,P-141,Exhaust,98.47,0,0,0,3041,0.8928571428571429
242,ORD-1242,P-142,Engine,58.74,0,2,0,2042,0.6153846153846154
243,ORD-1243,P-143,Filters,39.92,0,2,0,4043,0.5094339622641509
244,ORD-1244,P-144,Electronics,92.41,1,1,0,1044,0.8679245283018868
245,ORD-1245,P-145,Filters,69.18,0,3,0,4045,0.7358490566037735
246,ORD-1246,P-146,Suspension,110.42,1,2,0,6046,0.9782608695652174
247,ORD-1247,P-147,Electronics,32.57,1,3,0,1047,0.41025641025641024
248,ORD-1248,P-148,Suspension,78.75,1,2,0,6048,0.84
249,ORD-1249,P-149,Suspension,21.16,1,6,0,6049,0.2
250,ORD-1250,P-150,Brakes,96.58,1,2,0,50,0.98
251,ORD-1251,P-151,HVAC,51.85,1,0,0,5051,0.625
252,ORD-1252,P-152,Engine,170.0,0,3,0,2052,1.0
253,ORD-1253,P-153,Exhaust,10.61,0,4,0,3053,0.02857142857142857
254,ORD-1254,P-154,Electronics,10.39,0,2,0,1054,0.024390243902439025
255,ORD-1255,P-155,HVAC,28.89,0,4,0,5055,0.3888888888888889
256,ORD-1256,P-156,Brakes,53.06,0,0,0,56,0.6716417910447762
257,ORD-1257,P-157,Engine,35.52,0,2,1,2057,0.5
258,ORD-1258,P-158,Engine,19.44,0,4,0,2058,0.0945945945945946
259,ORD-1259,P-159,Filters,66.08,1,4,0,4059,0.7719298245614035
260,ORD-1260,P-160,Filters,63.52,1,1,0,4060,0.8666666666666667
261,ORD-1261,P-161,Electronics,26.9,0,4,1,1061,0.10526315789473684
262,ORD-1262,P-162,Suspension,94.57,1,0,0,6062,0.9024390243902439
263,ORD-1263,P-163,Brakes,47.06,0,1,0,63,0.6818181818181818
264,ORD-1264,P-164,Brakes,52.46,0,0,0,64,0.6363636363636364
265,ORD-1265,P-165,Brakes,47.5,0,2,1,65,0.6727272727272727
266,ORD-1266,P-166,Engine,46.88,0,5,0,2066,0.6842105263157895
267,ORD-1267,P-167,Engine,13.28,0,6,1,2067,0.06666666666666667
268,ORD-1268,P-168,Engine,35.58,0,0,0,2068,0.56
269,ORD-1269,P-169,Exhaust,96.55,0,3,0,3069,0.9615384615384616
270,ORD-1270,P-170,Exhaust,28.1,1,2,0,3070,0.3333333333333333
271,ORD-1271,P-171,Brakes,43.03,0,2,0,71,0.696969696969697
272,ORD-1272,P-172,Brakes,33.21,0,3,0,72,0.3103448275862069
273,ORD-1273,P-173,Suspension,20.23,0,1,0,6073,0.09302325581395349
274,ORD-1274,P-174,Suspension,141.23,0,6,0,6074,1.0
275,ORD-1275,P-175,Filters,37.01,0,0,0,4075,0.42857142857142855
276,ORD-1276,P-176,Engine,27.74,0,2,0,2076,0.3984375
277,ORD-1277,P-177,Electronics,18.19,0,1,0,1077,0.1111111111111111
278,ORD-1278,P-178,Exhaust,8.82,0,2,0,3078,0.024390243902439025
279,ORD-1279,P-179,Suspension,85.87,0,2,0,6079,0.868421052631579
280,ORD-1280,P-180,Brakes,86.18,0,3,0,80,0.7457627118644068
281,ORD-1281,P-181,Engine,10.92,0,2,0,2081,0.029411764705882353
282,ORD-1282,P-182,Engine,39.57,0,2,0,2082,0.6307692307692307
283,ORD-1283,P-183,HVAC,42.99,0,0,0,5083,0.75
284,ORD-1284,P-184,Engine,29.69,0,0,0,2084,0.3770491803278688
285,ORD-1285,P-185,Brakes,111.29,1,2,0,85,0.9230769230769231
286,ORD-1286,P-186,Engine,16.9,1,1,0,2086,0.11764705882352941
287,ORD-1287,P-187,Brakes,111.82,0,5,0,87,0.9193548387096774
288,ORD-1288,P-188,Electronics,97.65,0,3,0,1088,0.8695652173913043
289,ORD-1289,P-189,Suspension,25.6,0,2,0,6089,0.23404255319148937
290,ORD-1290,P-190,Exhaust,60.14,1,5,0,3090,0.8064516129032258
291,ORD-1291,P-191,Brakes,75.35,0,5,0,91,0.8676470588235294
292,ORD-1292,P-192,Brakes,90.32,0,6,0,92,0.8813559322033898
293,ORD-1293,P-193,Electronics,28.15,0,6,0,1093,0.3125
294,ORD-1294,P-194,Filters,43.29,0,0,0,4094,0.4222222222222222
295,ORD-1295,P-195,Filters,62.37,0,3,0,4095,0.7843137254901961
296,ORD-1296,P-196,Suspension,41.65,0,2,0,6096,0.53125
297,ORD-1297,P-197,Brakes,45.34,0,6,0,97,0.5081967213114754
298,ORD-1298,P-198,Filters,47.42,0,3,0,4098,0.6590909090909091
299,ORD-1299,P-199,Engine,94.1,1,5,0,2099,0.82
300,ORD-1300,P-200,Brakes,50.32,0,1,0,100,0.734375
301,ORD-1301,P-201,Exhaust,69.49,1,2,0,3101,0.7692307692307693
302,ORD-1302,P-202,Exhaust,14.27,0,3,0,3102,0.058823529411764705
303,ORD-1303,P-203,Suspension,53.16,0,4,0,6103,0.7543859649122807
304,ORD-1304,P-204,Filters,20.33,0,4,0,4104,0.1509433962264151
305,ORD-1305,P-205,Filters,24.89,1,1,0,4105,0.3783783783783784
306,ORD-1306,P-206,Exhaust,62.94,0,2,0,3106,0.7777777777777778
307,ORD-1307,P-207,Exhaust,105.41,1,2,0,3107,0.9428571428571428
308,ORD-1308,P-208,Electronics,39.97,0,1,0,1108,0.5348837209302325
309,ORD-1309,P-209,Filters,29.5,0,3,0,4109,0.3
310,ORD-1310,P-210,Exhaust,64.41,0,5,0,3110,0.7435897435897436
311,ORD-1311,P-211,Brakes,88.77,0,0,0,111,0.796875
312,ORD-1312,P-212,Brakes,9.65,0,5,0,112,0.014925373134328358
313,ORD-1313,P-213,Suspension,22.89,0,3,0,6113,0.16666666666666666
314,ORD-1314,P-214,Brakes,82.29,0,1,0,114,0.9302325581395349
315,ORD-1315,P-215,Filters,17.68,0,6,0,4115,0.18604651162790697
316,ORD-1316,P-216,Suspension,56.71,0,4,0,6116,0.675
317,ORD-1317,P-217,Exhaust,20.77,0,0,0,3117,0.19230769230769232
318,ORD-1318,P-218,Brakes,44.54,0,6,0,118,0.532258064516129
319,ORD-1319,P-219,Engine,10.83,0,6,0,2119,0.018518518518518517
320,ORD-1320,P-220,Filters,40.89,0,5,0,4120,0.5660377358490566
321,ORD-1321,P-221,Brakes,12.7,0,5,0,121,0.038461538461538464
322,ORD-1322,P-222,Filters,97.21,0,6,0,4122,0.8333333333333334
323,ORD-1323,P-223,Brakes,46.87,0,5,0,123,0.5686274509803921
324,ORD-1324,P-224,Suspension,35.24,0,2,0,6124,0.4883720930232558
325,ORD-1325,P-225,Electronics,58.13,1,4,0,1125,0.7727272727272727
326,ORD-1326,P-226,Filters,66.82,0,0,0,4126,0.8333333333333334
327,ORD-1327,P-227,Suspension,94.68,0,5,0,6127,0.94
328,ORD-1328,P-228,Electronics,25.79,0,0,0,1128,0.3181818181818182
329,ORD-1329,P-229,Electronics,34.17,1,5,0,1129,0.4186046511627907
330,ORD-1330,P-230,Brakes,103.39,0,0,0,130,0.9166666666666666
331,ORD-1331,P-231,Engine,81.8,1,0,0,2131,0.8059701492537313
332,ORD-1332,P-232,Filters,34.85,0,5,0,4132,0.43243243243243246
333,ORD-1333,P-233,Suspension,121.63,0,2,0,6133,0.9565217391304348
334,ORD-1334,P-234,Suspension,92.11,0,2,0,6134,0.8837209302325582
335,ORD-1335,P-235,Suspension,10.16,0,3,0,6135,0.018518518518518517
336,ORD-1336,P-236,Exhaust,35.43,0,2,0,3136,0.6875
337,ORD-1337,P-237,Brakes,34.37,0,1,0,137,0.4107142857142857
338,ORD-1338,P-238,Filters,16.85,0,3,0,4138,0.18181818181818182
339,ORD-1339,P-239,HVAC,26.17,0,3,0,5139,0.2222222222222222
340,ORD-1340,P-240,HVAC,12.7,1,2,0,5140,0.15384615384615385
341,ORD-1341,P-241,Brakes,31.67,0,4,0,141,0.3770491803278688
342,ORD-1342,P-242,Suspension,164.01,1,1,0,6142,1.0
343,ORD-1343,P-243,Filters,62.15,0,1,1,4143,0.7884615384615384
344,ORD-1344,P-244,Engine,19.83,1,4,0,2144,0.17391304347826086
345,ORD-1345,P-245,Engine,118.95,1,1,0,2145,0.9666666666666667
346,ORD-1346,P-246,Electronics,29.55,0,6,0,1146,0.3409090909090909
347,ORD-1347,P-247,Suspension,49.46,0,1,0,6147,0.6304347826086957
348,ORD-1348,P-248,Filters,29.67,0,0,0,4148,0.375
349,ORD-1349,P-249,Filters,27.5,0,2,0,4149,0.3333333333333333
350,ORD-1350,P-250,Filters,15.23,0,2,0,4150,0.14285714285714285
351,ORD-1351,P-251,Brakes,84.36,1,0,1,151,0.90625
352,ORD-1352,P-252,Exhaust,41.23,1,3,0,3152,0.8636363636363636
353,ORD-1353,P-253,Engine,41.19,0,0,0,2153,0.576271186440678
354,ORD-1354,P-254,Exhaust,32.01,0,3,0,3154,0.52
355,ORD-1355,P-255,HVAC,96.65,0,5,0,5155,1.0
356,ORD-1356,P-256,Electronics,67.46,0,0,0,1156,0.8490566037735849
357,ORD-1357,P-257,Engine,47.78,1,4,0,2157,0.6545454545454545
